longitude,latitude,species_name,common_name
34.8845870244,0.2260290683,Junonia temora,Eastern Blue Mother-of-Pearl
34.8845870244,0.2260290683,Euphaedra rex,
34.8845870244,0.2260290683,Papilio phorcas,Apple-green Swallowtail
34.8847045004,0.2270504105,Junonia sophia infracta,Eastern Little Pansy
34.8847045004,0.2270504105,Evena crithea,Common Pathfinder
34.8847045004,0.2270504105,Protogoniomorpha parhassus,Common Mother-of-Pearl
34.8847045004,0.2270504105,Junonia gregorii,Gregori’s Brown Pansy
34.8847045004,0.2270504105,Junonia gregorii,Gregori’s Brown Pansy
34.8847045004,0.2270504105,Junonia sophia infracta,Eastern Little Pansy
34.8847045004,0.2270504105,Bicyclus,Bush Browns
34.8847045004,0.2270504105,Acraea quirina quirina,
34.8847045004,0.2270504105,Amauris tartarea tartarea,
34.8847045004,0.2270504105,Amauris albimaculata,Layman
34.8847045004,0.2270504105,Telchinia lycoa,Lycoa Acraea
34.8847045004,0.2270504105,Euphaedra,
34.8847045004,0.2270504105,Papilio echerioides,White-banded Swallowtail
34.8847045004,0.2270504105,Telchinia lycoa,Lycoa Acraea
34.8847045004,0.2270504105,Papilio phorcas,Apple-green Swallowtail
34.7518631,0.2827307,Belenois raffrayi,Raffray’s White
34.7518631,0.2827307,Belenois sudanensis,Sudan caper white
34.7518631,0.2827307,Papilio lormieri,Central Emperor Swallowtail
34.7518631,0.2827307,Tuxentius margaritaceus,Margarita’s Pierrot
34.7518631,0.2827307,Protogoniomorpha parhassus,Common Mother-of-Pearl
34.7518631,0.2827307,Anthene,
34.7518631,0.2827307,Telchinia penelope,Penelope Acraea
34.7518631,0.2827307,Junonia gregorii,Gregori’s Brown Pansy
34.7518631,0.2827307,Nepheronia thalassina,Cambridge Vagrant
34.7518631,0.2827307,Neptis melicerta,Original Club-dot Sailer
34.7518631,0.2827307,Papilio dardanus,Mocker Swallowtail
34.7518631,0.2827307,Papilio phorcas,Apple-green Swallowtail
34.7518631,0.2827307,Euphaedra,
34.7518631,0.2827307,Hypolimnas monteironis major,
34.7518631,0.2827307,Belenois raffrayi,Raffray’s White
34.7518631,0.2827307,Papilio chrapkowskii,Chrapkowski's Green-banded Swallowtail
34.7518631,0.2827307,Telchinia lycoa,Lycoa Acraea
34.7518631,0.2827307,Charaxes bipunctatus,Two-spot Blue Charaxes
34.7518631,0.2827307,Junonia temora,Eastern Blue Mother-of-Pearl
34.7518631,0.2827307,Hypolimnas monteironis,Scarce Blue Diadem
34.7518631,0.2827307,Papilio phorcas,Apple-green Swallowtail
34.7518631,0.2827307,Celaenorrhinus,Flats
34.7518631,0.2827307,Junonia temora,Eastern Blue Mother-of-Pearl
34.7518631,0.2827307,Cymothoe,typical gliders
34.7518631,0.2827307,Euphaedra,
34.7518631,0.2827307,Hypolimnas monteironis major,
34.8847045004,0.2270504105,Junonia gregorii,Gregori’s Brown Pansy
34.8847045004,0.2270504105,Vanessula milca latifasciata,
34.8847045004,0.2270504105,Telchinia disjuncta,Disjunct Amber
34.8847045004,0.2270504105,Liptena,
34.8664749,0.2363341,Hesperiidae,Skippers
34.8664749,0.2363341,Sevenia,Tree nymphs
34.8664749,0.2363341,Papilio phorcas,Apple-green Swallowtail
34.8664749,0.2363341,Protogoniomorpha parhassus,Common Mother-of-Pearl
34.8664749,0.2363341,Telchinia lycoa,Lycoa Acraea
34.8664749,0.2363341,Celaenorrhinus,Flats
34.8664749,0.2363341,Evena crithea,Common Pathfinder
34.8664749,0.2363341,Junonia terea,Soldier Commodore
34.8683272211,0.2368289491,Belenois raffrayi,Raffray’s White
34.8683224411,0.236827984,Junonia gregorii,Gregori’s Brown Pansy
34.8683492644,0.2368244522,Belenois thysa,False Dotted Border
34.8683225758,0.2368049489,Celaenorrhinus larseni,Larsen’s Sprite
34.8683162342,0.2368454489,Belenois sudanensis,Sudan caper white
34.8682679819,0.2368844854,Junonia terea terea,
34.8683452464,0.2368518885,Acleros,Darts
34.8820913488,0.2092458481,Telchinia perenna,Falcate Acraea
34.871919907,0.1992125768,Amauris tartarea,Monk
34.875459811,0.1995526192,Satyrini,"Alpines, Arctics, Nymphs and Satyrs"
34.8687430045,0.1994026878,Hypolimnas monteironis major,
34.8749036226,0.1988520366,Neptis agouale,common club-dot sailer
34.8699935945,0.1981581559,Celaenorrhinus larseni,Larsen’s Sprite
34.8687500199,0.1966114048,Euryphura chalcis,Common Commander
34.8801598899,0.2006123954,Aterica galene,Forest Glade Nymph
34.873705601,0.203334908,Evena crithea,Common Pathfinder
34.8761270315,0.2016669976,Euphaedra,
34.8782022929,0.1966043262,Aterica galene,Forest Glade Nymph
34.8712380762,0.1981305533,Euphaedra,
34.8715294229,0.1977957736,Bebearia,
34.8720038115,0.1970150565,Euphaedra,
34.8702299578,0.1954050437,Euphaedra,
34.8770137039,0.1982324326,Bebearia,
34.8647448192,0.1969313017,Telchinia lycoa,Lycoa Acraea
34.8737810438,0.196271417,Papilio dardanus,Mocker Swallowtail
34.8826953375,0.1998421108,Ceratrichia flava,Yellow Forest Sylph
34.8863909116,0.19948816,Hypolimnas dinarcha grandis,
34.8819524237,0.2004283738,Junonia temora,Eastern Blue Mother-of-Pearl
34.8869656577,0.2000467069,Nepheronia,Vagrants
34.8835864319,0.2563499319,Evena crithea,Common Pathfinder
34.8823243993,0.2557095968,Argemma mabirensis,Mabira Forest Sylph
34.8818633251,0.2559443396,Euphaedra,
34.8833456113,0.25452662,Papilio phorcas,Apple-green Swallowtail
34.8845947541,0.2551240763,Papilio phorcas,Apple-green Swallowtail
34.8867993041,0.2554069448,Junonia temora,Eastern Blue Mother-of-Pearl
34.878961432,0.2550528823,Junonia gregorii,Gregori’s Brown Pansy
34.8853388908,0.2570970716,Acraea quirina quirina,
34.8842235717,0.2497842587,Evena crithea,Common Pathfinder
34.8833,0.22762,Evena crithea,Common Pathfinder
34.8689181929,0.2358100025,Papilio phorcas,Apple-green Swallowtail
34.9449777778,0.1857972222,Nireopapilio,
34.9449777778,0.1857972222,Nireopapilio,
34.9449777778,0.1857972222,Nireopapilio,
34.9449777778,0.1857972222,Nireopapilio,
34.8844867,0.1687462,Rubraea egina,Elegant Acraea
34.8844867,0.1687462,Rubraea egina,Elegant Acraea
34.8844867,0.1687462,Azanus natalensis,Natal Babul Blue
34.8844867,0.1687462,Rubraea egina,Elegant Acraea
34.8844867,0.1687462,Uranothauma,
34.8844867,0.1687462,Nymphalidae,Brush-footed Butterflies
34.8844867,0.1687462,Belenois raffrayi,Raffray’s White
34.8844867,0.1687462,Papilionoidea,Butterflies
34.8844867,0.1687462,Junonia gregorii,Gregori’s Brown Pansy
34.8844867,0.1687462,Telchinia penelope,Penelope Acraea
34.9329166667,0.1795777778,Sevenia,Tree nymphs
34.9494555556,0.1339305556,Nymphalidae,Brush-footed Butterflies
34.9329166667,0.1795777778,Junonia gregorii,Gregori’s Brown Pansy
34.971905,0.0799,Heliconiinae,Fritillaries and Longwings
34.8691625339,0.2389438344,Junonia gregorii,Gregori’s Brown Pansy
34.8634162958,0.2388470578,Leptosia alcesta,African Wood White
34.8691625339,0.2389438344,Eriboea etesipe,Savannah Charaxes
34.8719308153,0.2291006078,Hesperiinae,Grass Skippers
34.8773057482,0.2510638379,Protogoniomorpha parhassus,Common Mother-of-Pearl
34.8773057482,0.2510638379,Cymothoe hobarti,Hobart's Red Glider
34.8773057482,0.2510638379,Pseudacraea lucretia,False Chief
34.8773057482,0.2510638379,Euphaedra medon,Widespread Forester
34.8773057482,0.2510638379,Evena crithea,Common Pathfinder
34.8773057482,0.2510638379,Papilio dardanus,Mocker Swallowtail
34.8773057482,0.2510638379,Protogoniomorpha parhassus,Common Mother-of-Pearl
34.8773057482,0.2510638379,Junonia gregorii,Gregori’s Brown Pansy
34.8773057482,0.2510638379,Afriodinia neavei,Neave's Banded Judy
34.856186,0.29148,Afriodinia neavei,Neave's Banded Judy
34.856186,0.29148,Junonia gregorii,Gregori’s Brown Pansy
34.7548247047,-0.090671633,Leptotes,Zebra Blues
34.7537089057,-0.0911007859,Junonia sophia infracta,Eastern Little Pansy
34.7538805671,-0.0911007859,Telchinia,
34.7539663978,-0.0910149554,Borbo,Swifts
34.7545672126,-0.0904999719,Junonia terea,Soldier Commodore
34.7538376517,-0.0903283107,Hesperiinae,Grass Skippers
34.7497177787,-0.110584322,Junonia chorimene,Golden Pansy
34.7502327628,-0.1113567967,Belenois creona,African Caper
34.7543955512,-0.090070819,Bicyclus safitza,Common Bush Brown
34.7538222222,-0.1077944444,Zizeeria knysna,African Grass Blue
34.7513056464,-0.1110993051,Junonia terea,Soldier Commodore
34.7537089057,-0.090671633,Hypolycaena philippus,Common Hairstreak
34.7557902999,-0.0914441083,Euchrysops malathana,Grey Smoky Blue
34.7511339851,-0.1114426272,Eretis,Elfs
34.7520781226,-0.110584322,Belenois,
34.7509623237,-0.1117859493,Papilio nireus,Narrow Green-banded Swallowtail
34.7463274665,-0.1181374075,Danaus chrysippus,Plain Tiger Butterfly
34.7459412284,-0.1165495431,Polyommatinae,Blues
34.7485590644,-0.1131163224,Pyrginae,Spread-wing Skippers
34.7498036094,-0.1129875767,Papilio demodocus,Citrus Swallowtail
34.7512198157,-0.1111851357,Junonia terea,Soldier Commodore
34.7522926994,-0.1102839151,Polyommatini,Typical Blues
34.751069612,-0.1112495085,Junonia oenone oenone,Blue-spot Pansy
34.8849045702,0.2260190676,Charaxes cithaeron,Blue-spotted Charaxes
34.8849045702,0.2260190676,Telchinia lycoa,Lycoa Acraea
34.7518631,0.2827307,Polyommatini,Typical Blues
34.7679568,-0.0917016,Pinacopteryx eriphia,Zebra White
34.8953566667,0.2258583333,Junonia gregorii,Gregori’s Brown Pansy
34.884655,0.226919,Amauris echeria,Chief
34.884655,0.226919,Junonia sophia,Little Pansy
34.8902683504,0.2261231618,Papilio ophidicephalus,Emperor Swallowtail
34.8902919057,0.2261017444,Amauris albimaculata,Layman
34.8901894202,0.2260789409,Euphaedra medon,Widespread Forester
35.1617533333,-0.2686183333,Zizula hylax,Tiny Grass Blue
34.7740791366,0.3078822503,Acraeini,"Acraeas, Actinotes, and Allies"
34.7740793,0.307894,Telchinia penelope,Penelope Acraea
34.8965416667,0.2251333333,Junonia gregorii,Gregori’s Brown Pansy
34.8873877203,0.2292606246,Belenois raffrayi,Raffray’s White
34.8763394024,0.2524168778,Papilio phorcas,Apple-green Swallowtail
34.880316778,0.2607281589,Telchinia,
34.8853548269,0.2524220863,Junonia temora,Eastern Blue Mother-of-Pearl
34.8806310808,0.2553078861,Hypolimnas dinarcha,Large Variable Diadem
34.8853135876,0.2531513475,Protogoniomorpha parhassus,Common Mother-of-Pearl
34.8811164502,0.255372426,Evena crithea,Common Pathfinder
34.8764661642,0.2560252605,Junonia,Buckeyes & Pansies
34.8873025314,0.2558297767,Neptis agouale,common club-dot sailer
34.8875087221,0.254574805,Evena crithea,Common Pathfinder
34.8797288352,0.253765733,Neptis agouale,common club-dot sailer
34.8791116194,0.2627273216,Euphaedra,
34.8819436899,0.2550979015,Junonia gregorii,Gregori’s Brown Pansy
34.8925822851,0.2413982088,Charaxes brutus,White-barred Emperor
34.8906296369,0.2426107759,Euphaedra rattrayi,
34.8911660788,0.2367024238,Belenois aurota,Pioneer White
34.7473055769,-0.1124693053,Papilio nireus,Narrow Green-banded Swallowtail
34.7473366735,-0.112452755,Coeliades forestan,Striped Policeman
34.7474105079,-0.1124258923,Catopsilia florella,African Migrant
34.7474343463,-0.1124450861,Junonia chorimene,Golden Pansy
34.7473363412,-0.11245307,Junonia sophia,Little Pansy
34.7474393127,-0.112420896,Papilio nireus,Narrow Green-banded Swallowtail
34.7473068696,-0.1124718654,Junonia terea,Soldier Commodore
34.7472314697,-0.1124072082,Junonia oenone oenone,Blue-spot Pansy
34.7472072839,-0.1123001085,Junonia sophia,Little Pansy
34.7472398348,-0.1123536829,Belenois thysa,False Dotted Border
34.7472383052,-0.1123529292,Mylothris agathina,Eastern Dotted Border
34.7464683395,-0.1133406843,Catopsilia florella,African Migrant
34.7450478,-0.1168941381,Danaus chrysippus dorippus,Dorippus Tiger
34.744864026,-0.116552566,Papilio dardanus,Mocker Swallowtail
34.7444114598,-0.1160602575,Papilio constantinus,Constantine's Swallowtail
34.883725,0.227295,Junonia temora,Eastern Blue Mother-of-Pearl
34.8836666667,0.2185533333,Junonia gregorii,Gregori’s Brown Pansy
34.895405,0.2302716667,Junoniini,"Buckeyes, Commodores, and Allies"
34.884655,0.226919,Tuxentius margaritaceus,Margarita’s Pierrot
34.8461750186,0.3144996465,Hypolimnas monteironis,Scarce Blue Diadem
35.134015,0.0650733333,Eurytela dryope,
34.8562828079,0.2923799655,Telchinia,
34.9048194161,0.2564961864,Evena crithea,Common Pathfinder
34.9048194161,0.2564961864,Eretis,Elfs
34.7447192448,-0.1152181546,Amauris niavius,Friar
34.87889294,0.2806357914,Leptosia alcesta,African Wood White
34.8592971042,0.297738755,Euphaedra medon,Widespread Forester
34.8633624127,0.2786397443,Hesperiinae,Grass Skippers
34.8590488215,0.2502153318,Acraeini,"Acraeas, Actinotes, and Allies"
34.8558824771,0.2707784867,Libythea labdaca,Northern African Snout
34.8606158014,0.294872952,Lycaenopsina,
34.9155689882,0.2777052204,Junonia sophia,Little Pansy
34.8284060842,0.2782523192,Junonia temora,Eastern Blue Mother-of-Pearl
34.8725730829,0.3039161293,Mycalesina,
34.8783653943,0.2738126113,Vanessula milca,Lady's Maid Butterfly
34.8874788958,0.2822190357,Junonia sophia infracta,Eastern Little Pansy
34.8301178441,0.2947375499,Amauris albimaculata,Layman
34.9191977643,0.2975016068,Telchinia perenna,Falcate Acraea
34.8511245104,0.2952579828,Acraeini,"Acraeas, Actinotes, and Allies"
34.8577014719,0.2935797812,Telchinia peneleos,Peneleos Acraea
34.8553493512,0.2928038228,Junonia gregorii,Gregori’s Brown Pansy
34.8593504713,0.2931024585,Acraeini,"Acraeas, Actinotes, and Allies"
34.8559430638,0.2950770918,Telchinia lycoa,Lycoa Acraea
34.8549689677,0.2929574747,Celaenorrhinus,Flats
34.8617636323,0.294209037,Apallaga,Sprites
34.844195073,0.2782332686,Neptis metella,Yellow-base Sailer
34.8598565561,0.2923957272,Telchinia esebria,Dusky Acraea
34.8388558728,0.2934057988,Telchinia peneleos,Peneleos Acraea
34.862120289,0.2914873945,Acleros,Darts
34.8626874552,0.2915489184,Afriodinia neavei,Neave's Banded Judy
34.8563972133,0.2952593164,Cymothoe hobarti,Hobart's Red Glider
34.8557365723,0.2921309463,Eurytela hiarbas,Pied Piper
34.8696566457,0.2381724905,Papilio phorcas,Apple-green Swallowtail
34.8562762563,0.292326389,Apallaga,Sprites
34.855848981,0.2917338659,Nymphalidae,Brush-footed Butterflies
34.8567810947,0.2918697734,Vanessula milca,Lady's Maid Butterfly
34.7740793,0.307894,Hesperiinae,Grass Skippers
34.7740793,0.307894,Leptotes pirithous,Common Zebra Blue Complex
34.7740793,0.307894,Eretis,Elfs
34.7740793,0.307894,Anthene,
34.7740793,0.307894,Junonia temora temora,
34.7740793,0.307894,Polyura paphianus,Falcate Red Charaxes
34.884705,0.227051,Celaenorrhinus mediostictus,
34.8801918191,0.1999774913,Pseudacraea lucretia,False Chief
34.8789733833,0.1984381685,Telchinia,
34.8773690362,0.197967008,Papilio phorcas,Apple-green Swallowtail
34.8767251578,0.1990967922,Cymothoe herminia,Herminia Glider
34.8765322444,0.1993947242,Junonia gregorii,Gregori’s Brown Pansy
34.876307158,0.1998436375,Protogoniomorpha parhassus,Common Mother-of-Pearl
34.8763607101,0.2000535189,Junonia temora,Eastern Blue Mother-of-Pearl
34.8763568424,0.2004201368,Protogoniomorpha parhassus,Common Mother-of-Pearl
34.8764802433,0.200827903,Junonia temora,Eastern Blue Mother-of-Pearl
34.8766010097,0.2011728555,Eriboea etesipe,Savannah Charaxes
34.8769829302,0.2038027476,Acraeini,"Acraeas, Actinotes, and Allies"
34.877124742,0.2056135014,Cymothoe hobarti,Hobart's Red Glider
34.8774386925,0.2067707329,Bematistes poggei,Great Wanderer
34.8774942779,0.207189626,Euphaedra,
34.8776198882,0.2074545523,Telchinia lycoa,Lycoa Acraea
34.8777451523,0.2077936548,Junonia temora temora,
34.8798416667,0.210555,Telchinia lycoa,Lycoa Acraea
34.88065,0.2112816667,Cymothoe coranus,Blonde glider
34.88068,0.2121,Eriboea etesipe,Savannah Charaxes
34.881665,0.2130866667,Euphaedra rex,
34.8790676537,0.2092199135,Protogoniomorpha parhassus,Common Mother-of-Pearl
34.8825066667,0.2150133333,Neptis,Typical Sailers
34.8820716667,0.21491,Euryphura chalcis,Common Commander
34.88213,0.2153216667,Afriodinia,
34.882755,0.21739,Papilionoidea,Butterflies
34.8828233333,0.2175233333,Papilionoidea,Butterflies
34.8828616667,0.2177466667,Junonia gregorii,Gregori’s Brown Pansy
34.8829266667,0.2178083333,Protogoniomorpha parhassus,Common Mother-of-Pearl
34.8829266667,0.2178233333,Acraeini,"Acraeas, Actinotes, and Allies"
34.883065,0.2179683333,Junonia temora,Eastern Blue Mother-of-Pearl
34.8830916667,0.2179933333,Hesperiidae,Skippers
34.8830116667,0.21783,Protogoniomorpha parhassus,Common Mother-of-Pearl
34.8831516667,0.2181083333,Eagris,Flats
34.8831666667,0.21814,Charaxini,Dragon-headed Caterpillars
34.8833083333,0.2183433333,Eriboea etesipe,Savannah Charaxes
34.8835333333,0.21853,Apallaga,Sprites
34.8835333333,0.21853,Eurema hecabe,Common Grass Yellow
34.8835366667,0.2185333333,Hesperiidae,Skippers
34.88361,0.2185816667,Bicyclus,Bush Browns
34.8832506783,0.2183920342,Evena crithea,Common Pathfinder
34.8837942565,0.2186850477,Anthene,
34.8840982572,0.2188802005,Cymothoe,typical gliders
34.8841733582,0.2190143021,Neptis,Typical Sailers
34.8838407643,0.218754486,Cymothoe lurida butleri,
34.8845183333,0.2190883333,Papilionoidea,Butterflies
34.8848916667,0.2207283333,Afriodinia neavei,Neave's Banded Judy
34.8849366667,0.2207266667,Junonia gregorii,Gregori’s Brown Pansy
34.8848214143,0.2207952758,Vanessula milca latifasciata,
34.8820275522,0.2108171115,Nymphalidae,Brush-footed Butterflies
34.8831433511,0.2118470727,Hypolimnas monteironis major,
34.8811468526,0.2103879609,Acraeini,"Acraeas, Actinotes, and Allies"
34.8826059743,0.21025916,Junonia gregorii,Gregori’s Brown Pansy
34.8827216313,0.2126618831,Pseudacraea eurytus eurytus,Common False Wanderer
34.8842170005,0.2193691417,Vanessula milca latifasciata,
34.8818139416,0.2170168417,Hesperiidae,Skippers
34.8863846602,0.2253658884,Eretis,Elfs
34.8850411532,0.2262499606,Bicyclus dentata,Dentate Bush Brown
34.8850228959,0.2263705722,Junonia sophia,Little Pansy
34.8847412639,0.2263813009,Junonia sophia,Little Pansy
34.9460111111,0.1865138889,Evena crithea,Common Pathfinder
34.8549128399,0.3155554756,Vanessula milca latifasciata,
34.8544875101,0.3160567764,Papilio phorcas,Apple-green Swallowtail
34.8542617171,0.3158522401,Neptis melicerta,Original Club-dot Sailer
34.8552539658,0.315416998,Nepheronia thalassina,Cambridge Vagrant
34.8544507216,0.3165867861,Junonia gregorii,Gregori’s Brown Pansy
34.854625183,0.3165917057,Junonia sophia infracta,Eastern Little Pansy
34.8541843544,0.314621644,Ceratrichia semlikensis,Dark Yellow Forest Sylph
34.8547023381,0.3163918935,Tagiadinae,Flat Skippers and Allies
34.8780636221,0.2272060008,Protogoniomorpha,Mothers-of-Pearl
34.8870365607,0.2270029302,Evena crithea,Common Pathfinder
34.86543,0.2402866667,Euriphene ribensis,
34.8659933333,0.2409483333,Telchinia penelope,Penelope Acraea
34.8666466667,0.2382,Evena crithea,Common Pathfinder
34.8666466667,0.2382,Euphaedra rattrayi,
34.8912266667,0.234045,Papilio echerioides,White-banded Swallowtail
34.8912266667,0.234045,Papilio echerioides joiceyi,
34.8847633333,0.227215,Telchinia perenna perenna,
34.8649766667,0.23365,Evena crithea,Common Pathfinder
34.8649766667,0.23365,Pseudacraea boisduvalii,Boisduval’s False Acraea
34.86533,0.23547,Celaenorrhinus,Flats
34.8655383333,0.235675,Hesperiidae,Skippers
34.8655183333,0.2355483333,Leptosia alcesta,African Wood White
34.923935,0.2119066667,Amauris albimaculata,Layman
34.923935,0.2119066667,Cyrestis camillus,African Map Butterfly
34.923515,0.20985,Junonia gregorii,Gregori’s Brown Pansy
34.856283,0.29238,Euphaedra rattrayi,
34.856283,0.29238,Evena crithea,Common Pathfinder
34.8561365086,0.3057489703,Evena crithea,Common Pathfinder
34.877791047,0.3403422785,Papilio phorcas,Apple-green Swallowtail
34.8562828079,0.2923799655,Protogoniomorpha parhassus,Common Mother-of-Pearl
34.8562828079,0.2923799655,Hypolimnas anthedon,Variable Diadem
34.8562828079,0.2923799655,Eurytela hiarbas,Pied Piper
34.8562828079,0.2923799655,Junonia gregorii,Gregori’s Brown Pansy
34.88465,0.226575,Satyrini,"Alpines, Arctics, Nymphs and Satyrs"
34.8847222222,0.2267111111,Hypolimnas anthedon anthedon,
34.8843777778,0.2264888889,Junonia sophia,Little Pansy
34.8749452541,0.2264061574,Cymothoe hobarti hobarti,
34.8727714809,0.2282190801,Junonia gregorii,Gregori’s Brown Pansy
34.8943433333,0.2260833333,Telchinia peneleos,Peneleos Acraea
34.8943433333,0.2260833333,Papilio dardanus,Mocker Swallowtail
34.8943433333,0.2260833333,Telchinia semivitrea,Glassy Acraea
34.8944366667,0.226095,Pseudacraea lucretia,False Chief
34.8943933333,0.2260433333,Telchinia semivitrea,Glassy Acraea
34.8943933333,0.2260433333,Euryphura chalcis,Common Commander
34.8943933333,0.2260433333,Junonia gregorii,Gregori’s Brown Pansy
34.8644483333,0.2346816667,Ypthima albida,Silver Ringlet
34.8646883333,0.2353616667,Leptosia nupta,Immaculate Wood White
34.865245,0.23564,Telchinia perenna perenna,
34.8658566667,0.23616,Leptosia nupta,Immaculate Wood White
34.8656366667,0.2366083333,Zizula hylax hylax,Tiny Grass Blue
34.8657216667,0.2361966667,Tagiadinae,Flat Skippers and Allies
34.9243033333,0.21177,Zizeeria knysna,African Grass Blue
34.923665,0.21244,Junonia gregorii,Gregori’s Brown Pansy
34.9232166667,0.2130333333,Cyrestis camillus,African Map Butterfly
34.7518631,0.2827307,Pieridae,"Whites, Yellows, and Sulphurs"
34.7518631,0.2827307,Pseudoneptis bugandensis ianthe,
34.7518631,0.2827307,Lycaenidae,Gossamer-winged Butterflies
34.7518631,0.2827307,Acraeini,"Acraeas, Actinotes, and Allies"
34.7518631,0.2827307,Neptis metella,Yellow-base Sailer
34.7518631,0.2827307,Cymothoe hobarti,Hobart's Red Glider
34.7518631,0.2827307,Junonia terea,Soldier Commodore
34.92387,0.21242,Junonia sophia,Little Pansy
34.9407733333,0.181015,Mylothris,Dotted Borders
34.8499823195,0.2937740847,Vanessula milca,Lady's Maid Butterfly
34.8380371003,0.295776793,Belenois rubrosignata,Red-edged White
34.8469635028,0.295090162,Afriodinia neavei,Neave's Banded Judy
34.8459335185,0.2957767944,Apallaga opalinus,Opaline Sprite
34.8365152629,0.2925551096,Evena crithea,Common Pathfinder
34.8521133385,0.2978367051,Charaxes brutus,White-barred Emperor
34.8555465663,0.2970642397,Telchinia semivitrea,Glassy Acraea
34.8409553344,0.296205954,Zizula hylax,Tiny Grass Blue
34.8559911382,0.2974479916,Neptis metella,Yellow-base Sailer
34.8499020056,0.2926000559,Amauris,Clerics
35.2109783333,0.2464816667,Junonia sophia,Little Pansy
34.7575690597,-0.0680878178,Belenois,
34.7575690597,-0.0680878178,Papilio demodocus,Citrus Swallowtail
34.7637488678,-0.0804474222,Junonia chorimene,Golden Pansy
34.7637488678,-0.0804474222,Belenois,
34.7637488678,-0.0804474222,Pelopidas,Branded Swifts
34.7568824142,-0.0529816251,Eurema,Grass Yellows
34.7568824142,-0.0529816251,Zizeeria knysna,African Grass Blue
34.7568824142,-0.0529816251,Junonia terea,Soldier Commodore
34.7568824142,-0.0529816251,Eurema brigitta,Broad-bordered Grass Yellow
34.7568824142,-0.0529816251,Junonia chorimene,Golden Pansy
34.7582556633,-0.0536682218,Catopsilia,Emigrants
34.7582556633,-0.0536682218,Zizeeria knysna,African Grass Blue
34.7582556633,-0.0536682218,Junonia sophia,Little Pansy
34.7582556633,-0.0536682218,Zizula,Small Grass Blues
35.1904616667,0.4004666667,Mylothris,Dotted Borders
35.1904616667,0.4004666667,Junonia terea,Soldier Commodore
35.1904466667,0.40027,Eretis,Elfs
34.9405583333,0.1812,Amauris albimaculata,Layman
34.865998528,0.2362590025,Bicyclus,Bush Browns
34.8657755155,0.2358548668,Euphaedra rex,
34.8666684421,0.2400115504,Nepheronia pharis pharis,
34.8651880303,0.2397794725,Telchinia lycoa,Lycoa Acraea
34.8683644093,0.2341267497,Pyrginae,Spread-wing Skippers
34.8669676959,0.2359290549,Euphaedra rex,
34.8842470337,0.2267821629,Cymothoe hobarti,Hobart's Red Glider
34.8660888611,0.2363279722,Hesperiidae,Skippers
34.881065,0.254639,Eriboea etesipe,Savannah Charaxes
34.881065,0.254639,Junonia gregorii,Gregori’s Brown Pansy
34.881065,0.254639,Pseudoneptis bugandensis,Blue Sailer
34.881065,0.254639,Vanessula milca latifasciata,
34.881065,0.254639,Libythea labdaca,Northern African Snout
34.881065,0.254639,Evena crithea,Common Pathfinder
34.881065,0.254639,Charaxes smaragdalis,Western Blue Charaxes
34.881065,0.254639,Euphaedra rex,
34.881065,0.254639,Leptosia alcesta inalcesta,African Wood White
34.881065,0.254639,Junonia gregorii,Gregori’s Brown Pansy
34.881065,0.254639,Junonia sophia,Little Pansy
34.881065,0.254639,Bicyclus dentata,Dentate Bush Brown
35.0107231139,-0.2372354267,Junonia sophia infracta,Eastern Little Pansy
34.8662710189,0.2415268421,Belenois creona severina,Southern African Caper White
34.8657334976,0.3420078507,Papilio chrapkowskii,Chrapkowski's Green-banded Swallowtail
34.8657334976,0.3420078507,Graphium policenes policenes,Small Striped Swordtail
34.8657334976,0.3420078507,Papilio phorcas,Apple-green Swallowtail
34.8662710189,0.2415268421,Papilio demodocus,Citrus Swallowtail
34.8657334976,0.3420078507,Graphium policenes,Small Striped Swordtail
34.8657334976,0.3420078507,Papilio,Common Swallowtails
34.8657334976,0.3420078507,Papilio lormieri neocrocea,
34.8657334976,0.3420078507,Protogoniomorpha parhassus,Common Mother-of-Pearl
34.8662710189,0.2415268421,Junonia gregorii,Gregori’s Brown Pansy
34.8662710189,0.2415268421,Junonia oenone,Blue-spot Pansy
34.8662710189,0.2415268421,Precis octavia sesamus,Southern Gaudy Commodore
34.8657334976,0.3420078507,Hypolimnas monteironis,Scarce Blue Diadem
34.8657334976,0.3420078507,Hypolimnas monteironis,Scarce Blue Diadem
34.8657334976,0.3420078507,Hypolimnas anthedon,Variable Diadem
34.8662710189,0.2415268421,Hypolimnas misippus,Danaid Eggfly
34.8662710189,0.2415268421,Hypolimnas misippus,Danaid Eggfly
34.8662710189,0.2415268421,Pseudargynnis hegemone,False Fritillary
34.8662710189,0.2415268421,Euphaedra rattrayi,
34.8662710189,0.2415268421,Evena crithea,Common Pathfinder
34.8657334976,0.3420078507,Telchinia,
34.8657334976,0.3420078507,Tildia acara,Warrior Acraea
34.8657334976,0.3420078507,Tildia zetes zetes,Large Spotted Coster
34.8657334976,0.3420078507,Amauris albimaculata,Layman
34.8657334976,0.3420078507,Tirumala formosa,Beautiful Monarch
34.8657334976,0.3420078507,Danaus chrysippus alcippus,
34.8657334976,0.3420078507,Cyrestis camillus camillus,African Porcelain
34.8657334976,0.3420078507,Charaxes fulvescens,Forest Pearl Charaxes
34.8657334976,0.3420078507,Charaxes castor,Giant Charaxes
34.8657334976,0.3420078507,Pseudacraea,
